onset	duration	sample	funded	choice	category	project_id	trial_type
440.297	0	440297	0	0	face	PR14	image
458.281	0	458281	0	0	face	PR46	image
476.264	0	476264	1	0	face	PR12	image
492.281	0	492281	0	0	place	PR87	image
510.264	0	510264	0	0	place	PR56	image
528.264	0	528264	1	0	place	PR66	image
544.264	0	544264	0	0	face	PR45	image
562.264	0	562264	1	1	face	PR25	image
578.264	0	578264	1	0	face	PR44	image
593.265	0	593265	0	0	face	PR34	image
608.265	0	608265	0	0	place	PR65	image
626.281	0	626281	0	0	place	PR83	image
644.265	0	644265	0	1	place	PR84	image
659.265	0	659265	1	0	place	PR80	image
677.265	0	677265	0	0	face	PR17	image
693.248	0	693248	0	0	place	PR85	image
709.265	0	709265	1	1	place	PR72	image
727.248	0	727248	0	1	place	PR49	image
743.265	0	743265	1	0	place	PR79	image
758.265	0	758265	0	0	face	PR35	image
774.248	0	774248	0	0	face	PR38	image
790.249	0	790249	1	0	face	PR06	image
808.265	0	808265	1	1	face	PR30	image
826.249	0	826249	1	1	face	PR28	image
842.249	0	842249	0	1	face	PR16	image
857.232	0	857232	0	0	place	PR55	image
875.249	0	875249	0	0	place	PR86	image
893.249	0	893249	0	0	face	PR33	image
909.232	0	909232	0	0	place	PR54	image
924.249	0	924249	1	1	place	PR75	image
940.249	0	940249	1	1	place	PR67	image
958.249	0	958249	0	0	place	PR58	image
974.233	0	974233	1	0	face	PR23	image
990.233	0	990233	0	0	place	PR89	image
1008.233	0	1008233	0	0	place	PR59	image
1026.249	0	1026249	0	0	place	PR82	image
1044.216	0	1044216	1	0	face	PR27	image
1059.233	0	1059233	1	1	place	PR78	image
1075.233	0	1075233	0	0	face	PR40	image
1090.233	0	1090233	0	0	face	PR08	image
1108.216	0	1108216	1	0	face	PR10	image
1124.216	0	1124216	1	0	place	PR74	image
1140.233	0	1140233	0	0	face	PR00	image
1158.233	0	1158233	1	0	place	PR57	image
1173.217	0	1173217	0	0	place	PR53	image
1188.217	0	1188217	0	1	place	PR61	image
1206.233	0	1206233	0	0	face	PR15	image
1221.217	0	1221217	1	1	face	PR13	image
1239.217	0	1239217	1	1	face	PR01	image
1257.234	0	1257234	0	0	place	PR90	image
1275.217	0	1275217	1	0	face	PR11	image
1291.217	0	1291217	1	1	place	PR76	image
1309.217	0	1309217	1	0	face	PR05	image
1324.217	0	1324217	1	1	face	PR48	image
1342.217	0	1342217	1	0	face	PR26	image
1357.201	0	1357201	0	0	place	PR50	image
1373.217	0	1373217	1	0	place	PR73	image
1389.201	0	1389201	1	0	place	PR51	image
1404.201	0	1404201	0	0	face	PR39	image
1422.201	0	1422201	0	0	face	PR47	image
1438.217	0	1438217	1	1	place	PR70	image
1453.201	0	1453201	1	0	face	PR24	image
1471.201	0	1471201	0	0	face	PR37	image
1486.201	0	1486201	1	1	place	PR81	image
1502.218	0	1502218	1	1	face	PR42	image
1517.201	0	1517201	0	0	place	PR68	image
1532.185	0	1532185	1	1	face	PR18	image
1550.201	0	1550201	0	0	place	PR60	image
1565.201	0	1565201	1	0	place	PR71	image
1581.185	0	1581185	1	0	face	PR31	image
1597.201	0	1597201	0	0	face	PR43	image
1613.185	0	1613185	1	1	face	PR20	image
1629.202	0	1629202	1	0	face	PR22	image
1647.202	0	1647202	0	1	face	PR07	image
1662.202	0	1662202	0	0	face	PR36	image
1680.185	0	1680185	1	0	face	PR41	image
1695.202	0	1695202	1	0	face	PR02	image
1710.185	0	1710185	0	0	place	PR64	image
1726.185	0	1726185	1	0	face	PR29	image
1742.202	0	1742202	1	0	face	PR21	image
1757.169	0	1757169	1	0	face	PR03	image
1775.185	0	1775185	0	0	place	PR62	image
1790.185	0	1790185	0	0	face	PR32	image
1805.185	0	1805185	0	0	place	PR88	image
1821.169	0	1821169	0	0	place	PR52	image
1837.186	0	1837186	0	1	face	PR04	image
1855.169	0	1855169	1	1	place	PR77	image
1871.186	0	1871186	1	0	place	PR63	image
1887.186	0	1887186	1	1	face	PR09	image
1902.169	0	1902169	1	0	face	PR19	image
1917.186	0	1917186	1	0	place	PR69	image
