onset	duration	sample	funded	choice	category	project_id	trial_type
167.727	0	167727	0	0.0	face	PR38	image
185.727	0	185727	1	0.0	face	PR11	image
203.727	0	203727	1	0.0	place	PR63	image
219.727	0	219727	0	n/a	place	PR64	image
237.71	0	237710	1	1.0	place	PR80	image
255.71	0	255710	0	0.0	face	PR00	image
271.727	0	271727	0	0.0	place	PR59	image
289.694	0	289694	1	0.0	place	PR74	image
305.71	0	305710	0	1.0	face	PR35	image
320.727	0	320727	1	0.0	face	PR28	image
335.711	0	335711	1	1.0	face	PR42	image
353.711	0	353711	0	0.0	place	PR49	image
371.711	0	371711	0	0.0	face	PR36	image
386.711	0	386711	0	0.0	place	PR88	image
404.711	0	404711	1	0.0	place	PR76	image
420.71	0	420710	1	1.0	face	PR09	image
436.711	0	436711	0	0.0	place	PR56	image
454.711	0	454711	1	0.0	face	PR22	image
470.694	0	470694	1	0.0	face	PR26	image
485.711	0	485711	1	0.0	face	PR21	image
501.694	0	501694	1	1.0	face	PR31	image
517.711	0	517711	1	0.0	face	PR12	image
535.694	0	535694	0	0.0	face	PR16	image
553.678	0	553678	0	0.0	place	PR65	image
569.695	0	569695	0	0.0	face	PR47	image
584.711	0	584711	1	1.0	place	PR77	image
602.695	0	602695	1	0.0	face	PR29	image
620.695	0	620695	0	0.0	place	PR60	image
636.695	0	636695	1	0.0	place	PR75	image
651.695	0	651695	1	1.0	place	PR78	image
667.695	0	667695	1	0.0	place	PR67	image
685.678	0	685678	0	1.0	face	PR43	image
701.678	0	701678	1	0.0	face	PR03	image
717.678	0	717678	1	0.0	face	PR48	image
735.678	0	735678	0	1.0	place	PR55	image
753.678	0	753678	0	1.0	face	PR14	image
771.678	0	771678	1	0.0	face	PR02	image
786.695	0	786695	0	0.0	place	PR85	image
802.662	0	802662	1	0.0	place	PR71	image
817.662	0	817662	0	0.0	place	PR61	image
835.679	0	835679	0	0.0	place	PR87	image
851.679	0	851679	0	0.0	place	PR90	image
867.662	0	867662	1	0.0	face	PR20	image
885.662	0	885662	1	0.0	place	PR73	image
900.679	0	900679	0	0.0	place	PR68	image
915.662	0	915662	1	0.0	place	PR79	image
933.679	0	933679	0	0.0	face	PR45	image
948.662	0	948662	1	0.0	face	PR19	image
966.679	0	966679	1	0.0	face	PR27	image
984.679	0	984679	0	0.0	place	PR53	image
1002.662	0	1002662	1	0.0	face	PR01	image
1018.663	0	1018663	0	0.0	place	PR84	image
1036.679	0	1036679	0	0.0	place	PR83	image
1051.679	0	1051679	1	0.0	place	PR72	image
1069.663	0	1069663	0	0.0	face	PR15	image
1084.663	0	1084663	1	1.0	face	PR06	image
1100.663	0	1100663	0	0.0	face	PR33	image
1116.646	0	1116646	0	0.0	place	PR54	image
1131.646	0	1131646	1	0.0	face	PR25	image
1149.663	0	1149663	1	0.0	face	PR10	image
1165.663	0	1165663	0	0.0	place	PR50	image
1180.646	0	1180646	1	0.0	face	PR24	image
1198.663	0	1198663	0	1.0	face	PR17	image
1213.646	0	1213646	1	0.0	place	PR70	image
1229.647	0	1229647	0	0.0	place	PR52	image
1244.63	0	1244630	1	0.0	place	PR51	image
1259.663	0	1259663	0	0.0	face	PR04	image
1277.647	0	1277647	1	0.0	face	PR05	image
1292.647	0	1292647	1	1.0	place	PR66	image
1308.647	0	1308647	1	0.0	face	PR18	image
1324.647	0	1324647	0	0.0	face	PR39	image
1340.647	0	1340647	0	0.0	face	PR07	image
1356.647	0	1356647	0	0.0	place	PR89	image
1374.647	0	1374647	1	0.0	face	PR13	image
1389.647	0	1389647	1	0.0	face	PR44	image
1407.647	0	1407647	0	0.0	face	PR40	image
1422.63	0	1422630	0	0.0	place	PR62	image
1437.647	0	1437647	0	0.0	face	PR32	image
1453.631	0	1453631	1	n/a	place	PR69	image
1469.614	0	1469614	1	0.0	face	PR41	image
1484.631	0	1484631	1	1.0	face	PR23	image
1502.647	0	1502647	0	0.0	place	PR86	image
1517.631	0	1517631	1	1.0	place	PR81	image
1532.614	0	1532614	0	0.0	face	PR46	image
1548.631	0	1548631	1	1.0	face	PR30	image
1564.648	0	1564648	0	0.0	face	PR08	image
1582.614	0	1582614	1	0.0	place	PR57	image
1598.614	0	1598614	0	0.0	place	PR82	image
1614.614	0	1614614	0	0.0	place	PR58	image
1629.614	0	1629614	0	0.0	face	PR37	image
1644.631	0	1644631	0	0.0	face	PR34	image
